client_id,session_id,datetime,category
2397727998,b7fcc1f6-686b-41b131,1/7/2020,default
2397727999,b7fcc1f6-686b-41b132,1/7/2020,pass-login
2397728000,b7fcc1f6-686b-41b133,1/7/2020,otp-login
2397728001,b7fcc1f6-686b-41b134,1/7/2020,mobile-otp
2397728002,b7fcc1f6-686b-41b135,1/7/2020,default
2397728003,b7fcc1f6-686b-41b136,1/7/2020,pass-login
2397728004,b7fcc1f6-686b-41b137,1/7/2020,otp-login
2397728005,b7fcc1f6-686b-41b138,1/7/2020,mobile-otp
2397728006,b7fcc1f6-686b-41b139,1/7/2020,default
2397728007,b7fcc1f6-686b-41b140,1/7/2020,pass-login
2397728008,b7fcc1f6-686b-41b141,1/7/2020,otp-login
2397728009,b7fcc1f6-686b-41b142,1/7/2020,mobile-otp
2397728010,b7fcc1f6-686b-41b143,1/7/2020,default
2397728011,b7fcc1f6-686b-41b144,1/7/2020,pass-login
2397728012,b7fcc1f6-686b-41b145,1/7/2020,otp-login
2397728013,b7fcc1f6-686b-41b146,1/7/2020,mobile-otp
2397728014,b7fcc1f6-686b-41b147,1/7/2020,default
2397728015,b7fcc1f6-686b-41b148,1/7/2020,pass-login
2397728016,b7fcc1f6-686b-41b149,1/7/2020,otp-login
2397728017,b7fcc1f6-686b-41b150,1/7/2020,mobile-otp
2397728018,b7fcc1f6-686b-41b151,1/7/2020,default
2397728019,b7fcc1f6-686b-41b152,1/7/2020,pass-login
2397728020,b7fcc1f6-686b-41b153,1/7/2020,otp-login
2397728021,b7fcc1f6-686b-41b154,1/7/2020,mobile-otp
2397728022,b7fcc1f6-686b-41b155,1/7/2020,default
2397728023,b7fcc1f6-686b-41b156,1/7/2020,pass-login
2397728024,b7fcc1f6-686b-41b157,1/7/2020,otp-login
2397728025,b7fcc1f6-686b-41b158,1/7/2020,mobile-otp
2397728026,b7fcc1f6-686b-41b159,1/7/2020,default
2397728027,b7fcc1f6-686b-41b160,1/7/2020,pass-login
2397728028,b7fcc1f6-686b-41b161,1/7/2020,otp-login
2397728029,b7fcc1f6-686b-41b162,1/7/2020,mobile-otp
2397728030,b7fcc1f6-686b-41b163,1/7/2020,default
2397728031,b7fcc1f6-686b-41b164,1/7/2020,pass-login
2397728032,b7fcc1f6-686b-41b165,1/7/2020,otp-login
2397728033,b7fcc1f6-686b-41b166,1/7/2020,mobile-otp
2397728034,b7fcc1f6-686b-41b167,1/7/2020,default
2397728035,b7fcc1f6-686b-41b168,1/7/2020,pass-login
2397728036,b7fcc1f6-686b-41b169,1/7/2020,otp-login
2397728037,b7fcc1f6-686b-41b170,1/7/2020,mobile-otp
2397728038,b7fcc1f6-686b-41b171,1/7/2020,default
2397728039,b7fcc1f6-686b-41b172,1/7/2020,pass-login
2397728040,b7fcc1f6-686b-41b173,1/7/2020,otp-login
2397728041,b7fcc1f6-686b-41b174,1/8/2020,mobile-otp
2397728042,b7fcc1f6-686b-41b175,1/8/2020,default
2397728043,b7fcc1f6-686b-41b176,1/8/2020,pass-login
2397728044,b7fcc1f6-686b-41b177,1/8/2020,otp-login
2397728045,b7fcc1f6-686b-41b178,1/8/2020,mobile-otp
2397728046,b7fcc1f6-686b-41b179,1/8/2020,default
2397728047,b7fcc1f6-686b-41b180,1/8/2020,pass-login
2397728048,b7fcc1f6-686b-41b181,1/8/2020,otp-login
2397728049,b7fcc1f6-686b-41b182,1/8/2020,mobile-otp
2397728050,b7fcc1f6-686b-41b183,1/8/2020,default
2397728051,b7fcc1f6-686b-41b184,1/8/2020,pass-login
2397728052,b7fcc1f6-686b-41b185,1/8/2020,otp-login
2397728053,b7fcc1f6-686b-41b186,1/8/2020,mobile-otp
2397728054,b7fcc1f6-686b-41b187,1/8/2020,default
2397728055,b7fcc1f6-686b-41b188,1/8/2020,pass-login
2397728056,b7fcc1f6-686b-41b189,1/8/2020,otp-login
2397728057,b7fcc1f6-686b-41b190,1/8/2020,mobile-otp
2397728058,b7fcc1f6-686b-41b191,1/8/2020,default
2397728059,b7fcc1f6-686b-41b192,1/8/2020,pass-login
2397728060,b7fcc1f6-686b-41b193,1/8/2020,otp-login
2397728061,b7fcc1f6-686b-41b194,1/8/2020,mobile-otp
2397728062,b7fcc1f6-686b-41b195,1/8/2020,default
2397728063,b7fcc1f6-686b-41b196,1/8/2020,pass-login
2397728064,b7fcc1f6-686b-41b197,1/8/2020,otp-login
2397728065,b7fcc1f6-686b-41b198,1/8/2020,mobile-otp
2397728066,b7fcc1f6-686b-41b199,1/8/2020,default
2397728067,b7fcc1f6-686b-41b200,1/8/2020,pass-login
2397728068,b7fcc1f6-686b-41b201,1/8/2020,otp-login
2397728069,b7fcc1f6-686b-41b202,1/8/2020,mobile-otp
2397728070,b7fcc1f6-686b-41b203,1/8/2020,default
2397728071,b7fcc1f6-686b-41b204,1/8/2020,pass-login
2397728072,b7fcc1f6-686b-41b205,1/8/2020,otp-login
2397728073,b7fcc1f6-686b-41b206,1/8/2020,mobile-otp
2397728074,b7fcc1f6-686b-41b207,1/8/2020,default
2397728075,b7fcc1f6-686b-41b208,1/8/2020,pass-login
2397728076,b7fcc1f6-686b-41b209,1/8/2020,otp-login
2397728077,b7fcc1f6-686b-41b210,1/8/2020,mobile-otp
2397728078,b7fcc1f6-686b-41b211,1/8/2020,default
2397728079,b7fcc1f6-686b-41b212,1/8/2020,pass-login
2397728080,b7fcc1f6-686b-41b213,1/8/2020,otp-login
2397728081,b7fcc1f6-686b-41b214,1/8/2020,mobile-otp
2397728082,b7fcc1f6-686b-41b215,1/8/2020,default
2397728083,b7fcc1f6-686b-41b216,1/8/2020,pass-login
2397728084,b7fcc1f6-686b-41b217,1/8/2020,otp-login
2397728085,b7fcc1f6-686b-41b218,1/8/2020,mobile-otp
2397728086,b7fcc1f6-686b-41b219,1/8/2020,default
2397728087,b7fcc1f6-686b-41b220,1/8/2020,pass-login
2397728088,b7fcc1f6-686b-41b221,1/8/2020,otp-login
2397728089,b7fcc1f6-686b-41b222,1/8/2020,mobile-otp
2397728090,b7fcc1f6-686b-41b223,1/8/2020,default
2397728091,b7fcc1f6-686b-41b224,1/8/2020,pass-login
2397728092,b7fcc1f6-686b-41b225,1/8/2020,otp-login
2397728093,b7fcc1f6-686b-41b226,1/8/2020,mobile-otp
2397728094,b7fcc1f6-686b-41b227,1/8/2020,default
2397728095,b7fcc1f6-686b-41b228,1/8/2020,pass-login
2397728096,b7fcc1f6-686b-41b229,1/8/2020,otp-login
2397728097,b7fcc1f6-686b-41b230,1/8/2020,mobile-otp
2397728098,b7fcc1f6-686b-41b231,1/8/2020,default
2397728099,b7fcc1f6-686b-41b232,1/8/2020,pass-login
2397728100,b7fcc1f6-686b-41b233,1/8/2020,otp-login
2397728101,b7fcc1f6-686b-41b234,1/8/2020,mobile-otp
2397728102,b7fcc1f6-686b-41b235,1/8/2020,default
2397728103,b7fcc1f6-686b-41b236,1/9/2020,pass-login
2397728104,b7fcc1f6-686b-41b237,1/9/2020,otp-login
2397728105,b7fcc1f6-686b-41b238,1/9/2020,mobile-otp
2397728106,b7fcc1f6-686b-41b239,1/9/2020,default
2397728107,b7fcc1f6-686b-41b240,1/9/2020,pass-login
2397728108,b7fcc1f6-686b-41b241,1/9/2020,otp-login
2397728109,b7fcc1f6-686b-41b242,1/9/2020,mobile-otp
2397728110,b7fcc1f6-686b-41b243,1/9/2020,default
2397728111,b7fcc1f6-686b-41b244,1/9/2020,pass-login
2397728112,b7fcc1f6-686b-41b245,1/9/2020,otp-login
2397728113,b7fcc1f6-686b-41b246,1/9/2020,mobile-otp
2397728114,b7fcc1f6-686b-41b247,1/9/2020,default
2397728115,b7fcc1f6-686b-41b248,1/9/2020,pass-login
2397728116,b7fcc1f6-686b-41b249,1/9/2020,otp-login
2397728117,b7fcc1f6-686b-41b250,1/9/2020,mobile-otp
2397728118,b7fcc1f6-686b-41b251,1/9/2020,default
2397728119,b7fcc1f6-686b-41b252,1/9/2020,pass-login
2397728120,b7fcc1f6-686b-41b253,1/9/2020,otp-login
2397728121,b7fcc1f6-686b-41b254,1/9/2020,mobile-otp
2397728122,b7fcc1f6-686b-41b255,1/9/2020,default
2397728123,b7fcc1f6-686b-41b256,1/9/2020,pass-login
2397728124,b7fcc1f6-686b-41b257,1/9/2020,otp-login
2397728125,b7fcc1f6-686b-41b258,1/9/2020,mobile-otp
2397728126,b7fcc1f6-686b-41b259,1/10/2020,default
2397728127,b7fcc1f6-686b-41b260,1/10/2020,pass-login
2397728128,b7fcc1f6-686b-41b261,1/10/2020,otp-login
2397728129,b7fcc1f6-686b-41b262,1/10/2020,mobile-otp
2397728130,b7fcc1f6-686b-41b263,1/10/2020,default
2397728131,b7fcc1f6-686b-41b264,1/10/2020,pass-login
2397728132,b7fcc1f6-686b-41b265,1/10/2020,otp-login
2397728133,b7fcc1f6-686b-41b266,1/10/2020,mobile-otp
2397728134,b7fcc1f6-686b-41b267,1/10/2020,default
2397728135,b7fcc1f6-686b-41b268,1/10/2020,pass-login
2397728136,b7fcc1f6-686b-41b269,1/10/2020,otp-login
2397728137,b7fcc1f6-686b-41b270,1/10/2020,mobile-otp
2397728138,b7fcc1f6-686b-41b271,1/10/2020,default
2397728139,b7fcc1f6-686b-41b272,1/10/2020,pass-login
2397728140,b7fcc1f6-686b-41b273,1/10/2020,otp-login
2397728141,b7fcc1f6-686b-41b274,1/10/2020,mobile-otp
2397728142,b7fcc1f6-686b-41b275,1/10/2020,default
2397728143,b7fcc1f6-686b-41b276,1/10/2020,pass-login
2397728144,b7fcc1f6-686b-41b277,1/10/2020,otp-login
2397728145,b7fcc1f6-686b-41b278,1/10/2020,mobile-otp
2397728146,b7fcc1f6-686b-41b279,1/10/2020,default
2397728147,b7fcc1f6-686b-41b280,1/10/2020,pass-login
2397728148,b7fcc1f6-686b-41b281,1/10/2020,otp-login
2397728149,b7fcc1f6-686b-41b282,1/10/2020,mobile-otp
2397728150,b7fcc1f6-686b-41b283,1/10/2020,default
2397728151,b7fcc1f6-686b-41b284,1/10/2020,pass-login
2397728152,b7fcc1f6-686b-41b285,1/10/2020,otp-login
2397728153,b7fcc1f6-686b-41b286,1/10/2020,mobile-otp
2397728154,b7fcc1f6-686b-41b287,1/10/2020,default
2397728155,b7fcc1f6-686b-41b288,1/10/2020,pass-login
2397728156,b7fcc1f6-686b-41b289,1/10/2020,otp-login
2397728157,b7fcc1f6-686b-41b290,1/10/2020,mobile-otp
2397728158,b7fcc1f6-686b-41b291,1/10/2020,default
2397728159,b7fcc1f6-686b-41b292,1/10/2020,pass-login
2397728160,b7fcc1f6-686b-41b293,1/10/2020,otp-login
2397728161,b7fcc1f6-686b-41b294,1/10/2020,mobile-otp
2397728162,b7fcc1f6-686b-41b295,1/10/2020,default
2397728163,b7fcc1f6-686b-41b296,1/10/2020,pass-login
2397728164,b7fcc1f6-686b-41b297,1/10/2020,otp-login
2397728165,b7fcc1f6-686b-41b298,1/10/2020,mobile-otp
2397728166,b7fcc1f6-686b-41b299,1/10/2020,default
2397728167,b7fcc1f6-686b-41b300,1/10/2020,pass-login
2397728168,b7fcc1f6-686b-41b301,1/10/2020,otp-login
2397728169,b7fcc1f6-686b-41b302,1/10/2020,mobile-otp
2397728170,b7fcc1f6-686b-41b303,1/10/2020,default
2397728171,b7fcc1f6-686b-41b304,1/10/2020,pass-login
2397728172,b7fcc1f6-686b-41b305,1/10/2020,otp-login
2397728173,b7fcc1f6-686b-41b306,1/10/2020,mobile-otp
2397728174,b7fcc1f6-686b-41b307,1/10/2020,default
2397728175,b7fcc1f6-686b-41b308,1/10/2020,pass-login
2397728176,b7fcc1f6-686b-41b309,1/10/2020,otp-login
2397728177,b7fcc1f6-686b-41b310,1/10/2020,mobile-otp
2397728178,b7fcc1f6-686b-41b311,1/10/2020,default
2397728179,b7fcc1f6-686b-41b312,1/10/2020,pass-login
2397728180,b7fcc1f6-686b-41b313,1/10/2020,otp-login
2397728181,b7fcc1f6-686b-41b314,1/10/2020,mobile-otp
2397728182,b7fcc1f6-686b-41b315,1/10/2020,default
2397728183,b7fcc1f6-686b-41b316,1/10/2020,pass-login
2397728184,b7fcc1f6-686b-41b317,1/10/2020,otp-login
2397728185,b7fcc1f6-686b-41b318,1/10/2020,mobile-otp
2397728186,b7fcc1f6-686b-41b319,1/10/2020,default
2397728187,b7fcc1f6-686b-41b320,1/10/2020,pass-login
2397728188,b7fcc1f6-686b-41b321,1/10/2020,otp-login
2397728189,b7fcc1f6-686b-41b322,1/10/2020,mobile-otp
2397728190,b7fcc1f6-686b-41b323,1/10/2020,default
2397728191,b7fcc1f6-686b-41b324,1/10/2020,pass-login
2397728192,b7fcc1f6-686b-41b325,1/10/2020,otp-login
2397728193,b7fcc1f6-686b-41b326,1/10/2020,mobile-otp
2397728194,b7fcc1f6-686b-41b327,1/10/2020,default
2397728195,b7fcc1f6-686b-41b328,1/10/2020,pass-login
2397728196,b7fcc1f6-686b-41b329,1/10/2020,otp-login
2397728197,b7fcc1f6-686b-41b330,1/10/2020,mobile-otp
2397728198,b7fcc1f6-686b-41b331,1/10/2020,default
2397728199,b7fcc1f6-686b-41b332,1/10/2020,pass-login
2397728200,b7fcc1f6-686b-41b333,1/10/2020,otp-login
2397728201,b7fcc1f6-686b-41b334,1/10/2020,mobile-otp
2397728202,b7fcc1f6-686b-41b335,1/10/2020,default
2397728203,b7fcc1f6-686b-41b336,1/10/2020,pass-login
2397728204,b7fcc1f6-686b-41b337,1/10/2020,otp-login
2397728205,b7fcc1f6-686b-41b338,1/10/2020,mobile-otp
2397728206,b7fcc1f6-686b-41b339,1/10/2020,default
2397728207,b7fcc1f6-686b-41b340,1/10/2020,pass-login
2397728208,b7fcc1f6-686b-41b341,1/10/2020,otp-login
2397728209,b7fcc1f6-686b-41b342,1/10/2020,mobile-otp
2397728210,b7fcc1f6-686b-41b343,1/10/2020,default
2397728211,b7fcc1f6-686b-41b344,1/10/2020,pass-login
2397728212,b7fcc1f6-686b-41b345,1/10/2020,otp-login
2397728213,b7fcc1f6-686b-41b346,1/10/2020,mobile-otp
2397728214,b7fcc1f6-686b-41b347,1/10/2020,default
2397728215,b7fcc1f6-686b-41b348,1/10/2020,pass-login
2397728216,b7fcc1f6-686b-41b349,2/2/2020,pass-login
2397728217,b7fcc1f6-686b-41b350,2/2/2020,pass-login
2397728218,b7fcc1f6-686b-41b351,2/2/2020,pass-login
2397728219,b7fcc1f6-686b-41b352,2/2/2020,pass-login
2397728220,b7fcc1f6-686b-41b353,2/2/2020,pass-login
2397728221,b7fcc1f6-686b-41b354,2/2/2020,pass-login
2397728222,b7fcc1f6-686b-41b355,2/2/2020,pass-login
2397728223,b7fcc1f6-686b-41b356,2/2/2020,pass-login
2397728224,b7fcc1f6-686b-41b357,2/2/2020,pass-login
2397728225,b7fcc1f6-686b-41b358,2/2/2020,default
2397728226,b7fcc1f6-686b-41b359,2/2/2020,default
2397728227,b7fcc1f6-686b-41b360,2/2/2020,default
2397728228,b7fcc1f6-686b-41b361,2/3/2020,default
2397728229,b7fcc1f6-686b-41b362,2/3/2020,mobile-otp
2397728230,b7fcc1f6-686b-41b363,2/3/2020,mobile-otp
2397728231,b7fcc1f6-686b-41b364,2/3/2020,mobile-otp
2397728232,b7fcc1f6-686b-41b365,2/3/2020,mobile-otp
2397728233,b7fcc1f6-686b-41b366,2/3/2020,mobile-otp
2397728234,b7fcc1f6-686b-41b367,2/3/2020,otp-login
2397728235,b7fcc1f6-686b-41b368,2/3/2020,otp-login
2397728236,b7fcc1f6-686b-41b369,2/3/2020,otp-login
2397728237,b7fcc1f6-686b-41b370,2/3/2020,pass-login
2397728238,b7fcc1f6-686b-41b371,2/3/2020,pass-login
2397728239,b7fcc1f6-686b-41b372,2/3/2020,pass-login
2397728240,b7fcc1f6-686b-41b373,2/3/2020,pass-login
2397728241,b7fcc1f6-686b-41b374,2/3/2020,pass-login
2397728242,b7fcc1f6-686b-41b375,2/3/2020,pass-login
2397728243,b7fcc1f6-686b-41b376,2/3/2020,pass-login
2397728244,b7fcc1f6-686b-41b377,2/3/2020,pass-login
2397728245,b7fcc1f6-686b-41b378,2/3/2020,pass-login
2397728246,b7fcc1f6-686b-41b379,2/3/2020,pass-login
2397728247,b7fcc1f6-686b-41b380,2/3/2020,default
2397728248,b7fcc1f6-686b-41b381,2/3/2020,default
2397728249,b7fcc1f6-686b-41b382,2/3/2020,default
2397728250,b7fcc1f6-686b-41b383,2/3/2020,default
2397728251,b7fcc1f6-686b-41b384,2/3/2020,mobile-otp
2397728252,b7fcc1f6-686b-41b385,2/3/2020,mobile-otp
2397728253,b7fcc1f6-686b-41b386,2/3/2020,mobile-otp
2397728254,b7fcc1f6-686b-41b387,2/3/2020,mobile-otp
2397728255,b7fcc1f6-686b-41b388,2/3/2020,mobile-otp
2397728256,b7fcc1f6-686b-41b389,2/3/2020,otp-login
2397728257,b7fcc1f6-686b-41b390,2/3/2020,otp-login
2397728258,b7fcc1f6-686b-41b391,2/3/2020,otp-login
2397728259,b7fcc1f6-686b-41b392,2/3/2020,pass-login
2397728260,b7fcc1f6-686b-41b393,2/3/2020,pass-login
2397728261,b7fcc1f6-686b-41b394,2/3/2020,pass-login
2397728262,b7fcc1f6-686b-41b395,2/3/2020,pass-login
2397728263,b7fcc1f6-686b-41b396,2/3/2020,pass-login
2397728264,b7fcc1f6-686b-41b397,2/3/2020,pass-login
2397728265,b7fcc1f6-686b-41b398,2/3/2020,pass-login
2397728266,b7fcc1f6-686b-41b399,2/3/2020,pass-login
2397728267,b7fcc1f6-686b-41b400,2/3/2020,pass-login
2397728268,b7fcc1f6-686b-41b401,2/3/2020,pass-login
2397728269,b7fcc1f6-686b-41b402,2/3/2020,default
2397728270,b7fcc1f6-686b-41b403,2/3/2020,default
2397728271,b7fcc1f6-686b-41b404,2/3/2020,default
2397728272,b7fcc1f6-686b-41b405,2/3/2020,default
2397728273,b7fcc1f6-686b-41b406,2/3/2020,mobile-otp
2397728274,b7fcc1f6-686b-41b407,2/3/2020,mobile-otp
2397728275,b7fcc1f6-686b-41b408,2/3/2020,mobile-otp
2397728276,b7fcc1f6-686b-41b409,2/3/2020,mobile-otp
2397728277,b7fcc1f6-686b-41b410,2/3/2020,mobile-otp
2397728278,b7fcc1f6-686b-41b411,2/3/2020,otp-login
2397728279,b7fcc1f6-686b-41b412,2/3/2020,otp-login
2397728280,b7fcc1f6-686b-41b413,2/3/2020,otp-login
2397728281,b7fcc1f6-686b-41b414,2/3/2020,pass-login
2397728282,b7fcc1f6-686b-41b415,2/3/2020,pass-login
2397728283,b7fcc1f6-686b-41b416,2/3/2020,pass-login
2397728284,b7fcc1f6-686b-41b417,2/3/2020,pass-login
2397728285,b7fcc1f6-686b-41b418,2/3/2020,pass-login
2397728286,b7fcc1f6-686b-41b419,2/3/2020,pass-login
2397728287,b7fcc1f6-686b-41b420,2/3/2020,pass-login
2397728288,b7fcc1f6-686b-41b421,2/3/2020,pass-login
2397728289,b7fcc1f6-686b-41b422,2/3/2020,pass-login
2397728290,b7fcc1f6-686b-41b423,2/3/2020,pass-login
2397728291,b7fcc1f6-686b-41b424,2/3/2020,default
2397728292,b7fcc1f6-686b-41b425,2/3/2020,default
2397728293,b7fcc1f6-686b-41b426,2/3/2020,default
2397728294,b7fcc1f6-686b-41b427,2/3/2020,default
2397728295,b7fcc1f6-686b-41b428,2/3/2020,mobile-otp
2397728296,b7fcc1f6-686b-41b429,2/3/2020,mobile-otp
2397728297,b7fcc1f6-686b-41b430,2/3/2020,mobile-otp
